id;id_mapel;nama_mapel
;820090300;Powertrain dan Undercarriage Alat Berat
;820100100;Perawatan Engine dan Unit Alat Berat
;820100101;Menggunakan peralatan & perlengkapan tangan di tempat kerja
;820100102;Menggunakan service literatur
;820100103;Menggunakan measuring tools & special tools
;820100104;Menggunakan workshop equipment
;820100105;Melaksanakan pekerjaan dasar listrik
;820100106;Melaksanakan pekerjaan dasar komponen ototronik
;820100107;Menggunakan dasar hydraulic & pneumatic system
;820100108;Menggunakan hydraulic & pneumatic system
;820100109;Melaksanakan pekerjaan dasar engine
;820100110;Melaksanakan pekerjaan disel engine system
;820100111;Melaksanakan pekerjaan dasar powertrain & undercarriage
;820100200;Engine dan Unit Alat Berat
;820110100;Perbaikan Panel-Panel Bodi
;820110110;Perbaikan Panel Bodi
;820120100;Pengecatan Bodi
;820120200;Pengecatan Bodi Otomotif
;820130100;Pemeliharaan Kaca, Assisories & Kelistrikan Bodi
;820130200;Pemeliharaan dan Perbaikan Kelistrikan Bodi dan Assesories
;820130300;Pemeliharaan dan Perbaikan Interior
;820140100;Manajemen Perawatan Otomotif
;820140200;Perawatan dan Perbaikan Kelistrikan Otomotif
;820140300;Perawatan dan Perbaikan Mesin Otomotif
;820140400;Perawatan dan Perbaikan Sasis, Pemindah Tenaga Otomotif
;821010100;Konsep Dasar Perkapalan
;821010200;Pekerjaan Dasar Teknik Perkapalan
;821020100;Perlengkapan Kapal
;821030100;Perawatan dan Perbaikan Kapal Baja
;821030101;Menerapkan pekerjaan dasar kayu, alumunium, & fiberglass
;821030102;Menggambar teknik pengelasan
;821030103;Menerapkan teknologi las
;821030104;Menerapkan kerja las SMAW & FCAW
;821030105;Melakukan pengelasan non ferro proses TIG
;821030106;Melakukan pengelasan baja proses SAW
;821030107;Melakukan pekerjaan dengan las bahan khusus
;821030108;Melakukan pemeriksaan & pengujian hasil pengelasan
;821030109;Melakukan pengelasan pd perakitan konstruksi kapal
;821040100;Teknologi Dasar Kelistrikan
;821040200;Teknologi Dasar Teknik
;821050100;Gambar Teknik Interior Kapal
;821060100;Gambar Konstruksi Kapal Baja
;821060101;Menggambar teknik
;821060102;Menerapkan teknik dasar perkapalan
;821060103;Melaksanakan pekerjaan dasar kayu, alumunium, & fiberglass
;821060104;Mengidentifikasi bahan kapal baja
;821060105;Mengoperasikan mesin kerja kayu portabel
;821060106;Menggambar konstruksi bangunan kapal baja
;821060107;Melakukan pemeliharaan&perbaikan kpl baja & perlengkapannya
;821060108;Melaksanakan pembuatan & perakitan komponen kapal
;821060109;Menggambar bukaan konstruksi kapal baja
;821060110;Menerapakan teknologi pembangunan kapal baja
;821060111;Menggambar dengan menggunakan komputer
;821060120;Konstruksi Bangunan Kapal Baja
;821060200;Gambar Bukaan Konstruksi Kapal Baja
;821060300;Gambar Konstruksi Kapal dengna CAD
;821060400;Gambar Konstruksi Kapal
;821060401;Menggambar teknik dasar
;821060402;Menerapkan konsep dasar perkapalan
;821060403;Menerapkan kerja dasar logam, las, & listrik
;821060404;Menguasai dasar desain grafis
;821060405;Menggambar mesin
;821060406;Menggambar ins. listrik
;821060407;Menggambar konstruksi kayu
;821060408;Menggambar konstruksi kapal
;821060409;Menggambar sistem perpipaan kapal
;821060410;Menggambar sistem propulsi
;821060411;Menerapkan perencanaan pekerjaan dengan komputer
;821060412;Merancang gambar dengan komputer
;821060500;Gambar Obyek dengan Komputer
;821060600;Gambar Konstruksi Interior Kapal
;821060700;Gambar Sistem Pemesinan Kapal
;821060701;Menerapkan gambar teknik mesin (GTM)
;821060702;Melaksanakan pekerjaan mesin gergaji & gerinda
;821060703;Melaksanakan pekerjaan pelat & pipa
;821060704;Melaksanakan pekerjaan dengan mesin bubut, frais & fluida
;821060705;Melaksanakan kerja penggerak kapal dgn mengg. mesin perkakas
;821060706;Menerapkan kerja penggerak kapal dengan mesin sekrap
;821060707;Menerapkan komponen pemesinan bantu kapal
;821060708;Melakukan pekerjaan listrik dasar
;821060800;Gambar Perlengkapan dan Sistem dalam Kapal
;821060900;Gambar Konstruksi Kapal Fiberglass dengan CAD
;821061000;Gambar Teknik Pengelasan
;821061001;Menjelaskan dasar kekuatan bahan & komponen mesin
;821061002;Menjelaskan dasar-dasar kelistrikan & teknik mesin
;821061003;Membaca gambar teknik
;821061004;Menggunakan perkakas tangan & perkakas bertenaga
;821061005;Melakukan pekerjaan dengan mesin umum
;821061006;Melakukan pengelasan dasar & penyolderan 
;821061007;Mengelas dengan las Oksigen-Asetilen (Las Karbit)
;821061008;Mengelas tingkat dsr dengan proses las MIG (GMAW)&TIG(GTAW)
;821061009;Mengelas tingkat lanjut dengan las busur manual
;821061010;Mengelas tingkat lanjut dengan las MIG (GMAW) & TIG (GTAW)
;821061011;Mengoperasikan mesin-mesin las otomatis
;821061012;Melakukan pemeriksaan & pengujian hasil las
;821061300;Gambar dengan Perangkat lunak
;821061400;Gambar Sistem Pemesinan dan Perlengkapan Kapal
;821070100;Pembuatan dan Perakitan Komponen Kapal Baja
;821080100;Desain Kapal Kayu
;821080200;Konstruksi Kapal Kayu
;821080201;Melakukan kerja bangku (logam, kayu, & fiberglass)
;821080202;Melakukan gambar teknik perkapalan
;821080203;Melakukan pembuatan komponen & konstruksi kapal non baja
;821080204;Melakukan teknik pengerjaan kayu
;821080205;Menggunakan perkakas kerja kayu
;821080206;Melakukan pekerjaan laminasi fiberglass
;821080207;Melakukan fabrikasi untuk aluminium
;821080208;Menggunakan perkakas kerja aluminium
;821080209;Melakukan dasar pengelasan GMAW/MIG & GTAW/TIG
;821080210;Melaksanakan pekerjaan bengkel produksi
;821080300;Pengoperasian Mesin Kerja Kayu
;821080400;Pembuatan Kapal Kayu
;821080500;Merawat Mesin Kerja Kayu
;821090200;Pembuatan Komponen Konstruksi Kapal Fiberglass
;821090300;Perakitan Konstruksi Kapal Fiberglass
;821090310;Gambar Kapal Kayu dan Fiberglass
;821090320;Konstruksi Bangunan Kapal Kayu dan Fiberglass
;821090330;Pembuatan dan Perakitan Komponen Kapal Kayu dan Fiberglass
;821090400;Pekerjaan Finishing Badan Kapal Fiberglass
;821090500;Perawatan dan Perbaikan Kapal Fiberglass
;821090600;Pekerjaan Mesin Perkakas
;821090700;Pekerjaan Plat dan Pipa
;821090710;Pekerjaan Pelat dan sistem pemipaan kapal
;821090800;Elemen Mesin
;821100100;Pekerjaan Mesin Fluida
;821120300;Mesin Penggerak Kapal
;821120310;Elemen mesin dan penggerak kapal
;821130400;Pneumatik dan Hidrolik
;821140500;Gambar Teknik Mesin
;821150600;Pemrograman CNC
;821170100;Teknik Las SMAW
;821170200;Teknik Las FCAW
;821170300;Teknik Las GTAW
;821170400;Teknik Las SAW
;821170500;Teknik Las Bangunan Kapal
;821170600;Teknik Las FCAW dan GMAW
;821170610;Teknik Las GTAW dan SAW
;821170700;Teknik Listrik dan Pengukuran
;821170800;Teknik Pendingin Dasar
;821170900;Teknik Elektronika Kapal
;821171000;Teknik Pendinginan dan Elektronika Kapal
;821180100;Pemeriksaan dan Pengujian Hasil Las
;821190100;Instalasi Listrik Kapal
;821190200;Instalasi Penerangan dan Tenaga
;821190300;Sistem Ketenagalistrikan Kapal
;821190400;Sistem Kontrol Kelistrikan Kapal
;821190500;Perawatan dan Perbaikan Peralatan Kelistrikan Kapal
;821200100;Perawatan dan Perbaikan Mesin Listrik
;821200200;Pengendali Mekanik Elektrik dan Elektronik
;821200300;Pembuatan Perabot dan Elemen Bangunan Kapal
;821200400;Pekerjaan Interior Kapal
;821200401;Menerapkan kerja dasar logam, pengelasan & listrik
;821200402;Menerapkan dasar desain grafis
;821200403;Menggunakan mesin kerja kayu portable
;821200404;Menggunakan mesin kayu stationer
;821200405;Membuat perabot kayu
;821200406;Membuat komponen konstruksi bangunan kapal
;821200407;Melaksanakan pekerjaan interior kapal
;821200408;Melaksanakan pekerjaan pelapisan permukaan
;821200500;Pelapisan Permukaan
;822010100;Teknik Kerja Bengkel
;822010110;Kerja Bengkel
;822020100;Teknik Listrik
;822030100;Mekanika dan Elemen Mesin
;822040100;Computer Aided Engineering (CAE)
;822040110;Sistem Mekatronik Berbasis CAE
;822050100;Robotik
;822050110;Sistem Robotik
;822060100;Teknik Perawatan dan Perbaikan Otomotif
;822060101;Menjelaskan dasar-dasar kerja mesin
;822060102;Menggunakan peralatan & perlengkapan di tempat kerja
;822060103;Menentukan prosedur & harga perbaikan bodi otomotif
;822060104;Memperbaiki panel-panel bodi otomotif
;822060105;Memperb. pelind. Moulding. gmbr2 hiasan stiker lis & spoiler
;822060106;Memasang & memperbaiki kaca kendaraan
;822060107;Melakukan proses finishing perbaikan bodi otomotif
;822060108;Melaksanakan pengecatan ulang bodi otomotif
;822060109;Melaksanakan perbaikan kecil cat (spot repair) bodi otomotif
;822060110;Melaksanakan perbaikan sistem kelistrikan bodi otomotif
;822070101;Menerapkan dasar kelistrikan, elektronika, & teknik digital
;822070102;Menerapkan besaran-besaran listrik rangkaian elektronika
;822070103;Menerapkan konsep elektronika digital & rangkaian komputer
;822070104;Menerapkan sistem mikroprosesor & mikrokontroller
;822070105;Mengoperasikan aplikasi software pd komputer
;822070106;Menerapkan komunikasi data sinyal digital antar peralatan
;822070107;Merakit perangkat keras komputer
;822070108;Menerpkn pengendali berbantuan mikropr mikrokontroller & PLC
;822070109;Melakukan dasar-dasar pekerjaan bengkel elektronika
;822070110;Merakit & memelihr peralatan pengendali &otomasi elektronika
;822070111;Mengoperasikan rangkaian elekronika terapan & power supply
;822070112;Menerapkn pengendli berbantu mikropros mikrokontroller & PLC
;822070113;Melakukan dasar pekerjaan bengkel elektronika
;822080100;Engine Manajemen System (EMS)
;822080110;Perawatan dan Perbaikan Engine Management System dan Motor Listrik
;822090100;Chasis Manajement System (CMS)
;822090110;Perawatan dan Perbaikan Chasis Management System
;822100100;Comfort Safety and Information Technology (CSIT)
;822100110;Perawatan dan Perbaikan Comfort Safety dan IT
;822110100;Vihicle Control System (VCS)
;822110110;Perancangan Sistem Kontrol Kendaraan
;822120100;Konversi Energi
;822130100;Dasar-dasar Energi Terbarukan
;822140200;Pengelolaan PLTMH
;822140300;Konstruksi Sipil PLTMH
;822140400;Teknik Konversi dan Konservasi Energi
;822160100;Pemasangan PLTMH
;822170100;Turbin Air dan Kelengkapan Mekanik
;822170500;Teknik Pengendali Daya
;822180100;Sistem Kontrol dan Kelistrikan PLTMH
;822190200;Teknik Energi Hibrid
;822190300;Teknik Energi Hidro
;822190400;Teknik Energi Surya
;822190500;Teknik Energi Angin
;822200100;Pemasangan dan Pemeliharaan PLTS
;822210100;Aplikasi PLTS
;823010100;Pemanas Energi Surya
;823010200;Sistem Kontrol dan Instalasi Kelistrikan PLTS
;823020100;Teknologi PLTB
;823030100;Biogas
;823030200;Teknologi Biogas
;823040100;Pembangkit Listrik Tenaga Biomassa
;823040101;Mengoperasikan sistem pembangkit
;823040102;Melakukan pengaturan tegangan, frekuensi, & beban pembangkit
;823040103;Menanggulangi gangguan operasional pembangkit
;823040104;Mengoperasikan PLC & SCADA
;823040105;Menerapkan penggunaan baterai & instrumen kontrol
;823040106;Memasang proteksi pembangkit
;823040107;Menguji switch gear, DC power & rectifier, & unit generator
;823040108;Memasang proteksi, kontrol relay& kontrol PLC/SCADA
;823040109;Memasang panel & unit pembangkit
;823050100;Bahan Bakar Nabati
;823060100;Teknologi Gasifikasi Biomassa
;823060200;Teknologi Gasifikasi
;823170600;Teknik Kontrol
;823170610;Teknik Kontrol Sistem Mekatronik
;824020200;Teknik Catu Daya
;824040400;Skenario
;824050500;Produksi Acara
;824050600;Kamera dan Pencahayaan
;824050700;Manajemen Produksi
;824050800;Penulisan Naskah
;824050900;Penyutradaraan
;824051000;Sejarah Film 
;824051100;Seni Film
;824051200;Produksi Film
;824051300;Sinematografi Dasar     
;824051400;Tata Kamera
;824051500;Visual Effect
;824060100;Program Siaran Artistik
;824060200;Program Siaran Jurnalistik
;824060300;Siaran Online
;824060400;Kamera, Pencahayaan dan Tata Suara
;824060500;Manajemen Produksi, Naskah dan Penyutradaraan
;824060600;Manajemen Siaran Radio
;825010100;Dasar-dasar Budidaya Tanaman
;825010200;Alat Mesin Pertanian
;825010201;Menjelaskan bahan logam & non logam. 
;825010202;Menjelaskan sifat-sifat fisik tanah.
;825010203;Mengoperasikan & merawat alat & mesin perbengkelan pertanian
;825010204;Mengoper. & merwt mtr tenaga penggerak alt mesin pertanian
;825010205;Mengoperasikan & merawat traktor pertanian roda 2 & roda4
;825010206;Mengoperasikan alat mesin:pengolah tanah,pennm,& pemelihraan
;825010207;Mengoperasikan alat mesin: pemanenan & pengangkut srna prod.
;825010208;Mengopersikn alt mesin pertnian psca panen & pengolhn hasil 
;825010209;Melaksanakan pengukuran lahan 
;825010210;Mengelola unit tata guna lahan & lahan pertanian.
;825010211;Membuat jaringan irigasi & drainase serta mengoperasikannya
;825010220;Pengoperasian Dasar-Dasar Perbengkelan Pertanian
;825010300;Pembiakan Tanaman
;825010400;Penyuluhan Pertanian
;825010401;Mengelola bisnis tanaman pangan & hortikultura
;825010402;Mengelola bisnis tanaman perkebunan
;825010403;Mengelola bisnis peternakan
;825010404;Mengelola bisnis perikanan budidaya
;825010405;Membuat profil potensi wilayah desa
;825010406;Menyusun rencana definitif kelompok (RDK)
;825010407;Menyusun programa penyuluhan pertanian
;825010408;Menyusun rencana kerja & bahan penyuluhan pertanian
;825010409;Melaksanakan kegiatan penyuluhan pertanian
;825010410;Melaksanakan evaluasi kegiatan penyuluhan pertanian
;825010411;Menumbuhkembangkan kelembagaan kelompok tani 
;825020100;Agribisnis Tanaman Pangan dan Palawija
;825020101;Menyiapkan lahan pertanian
;825020102;Membibitkan tanaman pangan & hortikultura
;825020103;Menanam & mengatur pola tanam tanaman pangan & hortikultura
;825020104;Memupuk tanaman pangan & hortikultura
;825020105;Mengairi tanaman pangan & hortikultura
;825020106;Mengendalikn organism pengganggu tnmn pngan & hortikultura
;825020107;Mengatur/memberikan perlakuan pd tanmn pangan & hortikultura
;825020108;Melaksanakan panen tanaman pangan & hortikultura
;825020109;Membuat pupuk organik
;825020110;Membudidayakan tanaman secara hidroponik
;825020111;Mengelola usaha tanaman pangan & hortikultura
;825020200;Agribisnis Tanaman Sayuran
;825020300;Agribisnis Tanaman Buah
;825020400;Agribisnis Tanaman Hias
;825020500;Agribisnis Tanaman Perkebunan Tahunan
;825020501;Menentukan komoditas tanaman perkebunan
;825020502;Mengoperasikan & merawat alat & mesin pertanian
;825020503;Menyiapkan lahan produksi tanaman perkebunan
;825020504;Membibitkan tanaman perkebunan
;825020505;Menanam tanaman perkebunan
;825020506;Mengendalikan organisme pengganggu tanaman (OPT)
;825020507;Memelihara kesuburan tanah
;825020508;Mengatur/memberikan perlakuan pd tanaman perkebunan
;825020509;Melakukan sensus tanaman produksi
;825020510;Memanen & mengangkut hasil tanaman perkebunan
;825020511;Mengelola pekerjaan kebun
;825020512;Mengelola usaha tanaman perkebunan
;825020520;Produksi Tanaman Perkebunan Tahunan
;825020600;Agribisnis Tanaman Perkebunan Semusin
;825020610;Produksi Tanaman Perkebunan Semusim
;825020700;Agribisnis Tanaman Herbal/Atsiri
;825020800;Agribisnis Tanaman Pangan
;825020900;Panen dan pasca Panen Tanaman perkebunan
;825021000;Pembibitan dan Kultur Jaringan Tanaman perkebunan
;825021100;Pemeliharaan dan Pengelolaan Tanaman perkebunan
;825021200;Persiapan lahan dan penanaman tanaman perkebunan
;825021300;Manajemen Perkebunan
;825021400;Fisiologi Tumbuhan
;825022100;Produksi Komoditas Perkebunan, dan Herbal
;825030200;Pengantar Desain Taman
;825030300;Perawatan Taman
;825030400;Tanaman Pertanaman
;825030500;Pembentukan Tapak
;825040200;Produksi Bibit dan kultur Jaringan
;825040201;Menyiapkan lahan & media semai serta merawat pohon induk.
;825040202;Melakukan uji mutu & mensertifikasi benih tanaman.
;825040203;Melaksanakan berbagai teknik pembiakan
;825040204;Melaksanakan pemeliharaan tanaman
;825040205;Membiakkan tanaman dengan teknik kultur jaringan
;825040206;Mengemas & mentransformasi bibit tanaman
;825040300;Pembibitan dan Kultur Jaringan Tanaman
;825050100;Agribisnis Ekologi
;825050200;Agribisnis Pupuk dan Pestisida Organik /Hayati
;825050300;Pengujian Mutu Benih
;825050400;Agribisnis Perbenihan Tanaman
;825050500;Manajemen Pertanian
;825050600;Pemuliaan Tanaman
;825050700;Produksi, Pengolahan. Dan Pemasaran Benih Tanaman
;825050800;Agribisnis Pembibitan dan Kultur Jaringan Tanaman
;825060100;Dasar-dasar Pemeliharaan Ternak
;825060200;Dasar-dasar Pakan Ternak
;825060300;Dasar-dasar Kesehatan Ternak
;825060301;Melakukan pemeriksaan klinis ternak
;825060302;Melakukan pemeriksaan secara laboratorium kesehatan ternak
;825060303;Melakukan pemeriksaan post mortem kesehatan ternak
;825060304;Memberikan pengobatan & vaksin ternak
;825060305;Mendeskripsikan gejala penyakit ternak
;825060306;Melakukan pencegahan penyakit ternak
;825060307;Melakukan pemeriksaan higiene produk asal ternak
;825060308;Melakukan inseminasi buatan untuk ternak
;825060309;Melakukan pemeriksaan kebuntingan ternak
;825060310;Menolong kelahiran ternak
;825060311;Melakukan penanganan hewan kesayangan
;825060400;Dasar-dasar Pembibitan Ternak
;825060500;Agribisnis Ternak Ruminansia Pedaging
;825060600;Agribisnis Ternak Ruminansia Perah
;825060700;Agribisnis Pakan Ternak Ruminansia
;825060800;Agribisnis Pembibitan Ternak Ruminansia
;825060801;Mengidentifikasi kan&g ternak & peralatan
;825060802;Menyeleksi bibit ternak ruminansia
;825060803;Memproduksi hijauan pakan ternak ruminansia
;825060804;Membuat ransum ternak ruminansia
;825060805;Melakukan penanganan ternak ruminansia
;825060806;Memeliharan bibit ternak ruminansia
;825060807;Menangani penggemukan ternak ruminansia
;825060808;Menangani reproduksi ternak ruminansia
;825060809;Memelihara ternak laktasi
;825060810;Mengelola pasca panen ternak ruminansia
;825060811;Melakukan penanganan & pemanfaatan limbah ternak
;825060812;Mengelola usaha ternak ruminansia
;825060900;Agribisnis Ternak Unggas Pedaging
;825061000;Agribisnis Ternak Unggas Petelur
;825061100;Agribisnis Pakan Ternak Unggas
;825061200;Agribisnis Pembibitan Ternak Unggas
;825061300;Agribisnis Aneka Ternak Unggas Produksi 
;825061301;Merancang kan&g ternak unggas & peralatan
;825061302;Mengoperasikan peralatan agribisnis ternak unggas
;825061303;Melakukan pemeliharaan unggas petelur
;825061304;Melakukan pemeliharaan unggas pedaging
;825061305;Membuat ransum ternak unggas
;825061306;Menangani kesehatan ternak unggas
;825061307;Melakukan penetasan telur
;825061308;Memelihara induk ternak unggas
;825061309;Melakukan penanganan pasca panen ternak unggas
;825061310;Melakukan penanganan & pemanfaatan limbah ternak unggas
;825061311;Menyusun proposal usaha
;825061400;Agribisnis Aneka Ternak Serangga
;825061500;Agribisnis Aneka Ternak Monogastrik
;825061600;Agribisnis Aneka Hewan Kesayangan
;825062000;Agribisnis Aneka Ternak
;825062100;Dasar-dasar Peternakan
;825062101;Menjelaskan dasar-dasar budidaya aneka ternak
;825062102;Memelihara aneka ternak
;825062103;Melakukan pencegahan penyakit ternak & merawat ternak sakit
;825062104;Melakukan pemanenan hasil budidaya aneka ternak
;825062105;Membuat & mengawetkan pakan ternak
;825062106;Merancang kan&g ternak & peralatan
;825062107;Mengelola usaha aneka ternak
;825062108;Mengolah limbah aneka ternak
;825062109;Membibitkan aneka ternak
;825062110;Menjelaskan sistem organ tubuh aneka ternak
;825062200;Anatomi Hewan
;825062300;Fisiologi Hewan
;825062400;Reproduksi Hewan
;825062500;Anatomi dan Fisiologi Hewan
;825062600;Dasar-dasar Mikrobiologi dan Parasitologi
;825063100;Industri Aneka Ternak
;825063200;Industri Pakan Ternak
;825063300;Industri Pembibitan Ternak
;825063400;Industri Ternak Pedaging
;825063500;Industri Ternak Ruminansia Perah
;825063600;Industri Ternak Unggas Petelur
;825070100;Sumber Tenaga Penggerak Alat Mesin Pertanian
;825070110;Sumber Tenaga Penggerak dan Klimatologi
;825080100;Ilmu Bahan Teknik
;825090100;Traktor Pertanian
;825100100;Alat Mesin Budidaya Pertanian
;825100200;Teknologi Otomatisasi Alat Mesin Budidaya
;825100300;Teknologi Otomatisasi Alat Mesin Panen dan Pascapanen
;825100400;Teknologi Otomatisasi Alat Mesin Pemeliharaan
;825100500;Teknologi Otomatisasi Alat Mesin Pengolahan Hasil Pertanian
;825110100;Alat Mesin Pasca Panen
;825110110;Workshop Alat Mesin Pertanian
;825110200;Teknik Penanganan Pasca Panen
;825120100;Perawatan dan Perbaikan Alat Mesin Pertanian
;825130100;Pemetaan Lahan Pertanian
;825130200;Pengukuran dan Pemetaan Lahan Pertanian
;825130300;Pemetaan lahan
;825140100;Irigasi dan Drainase
;825150100;Pengelolaan Tanah Pertanian
;825160100;Pengolahan Hsl Samping Prod Perikanan & Rmpt Laut
;825160110;Dsr Teknik Pnangkpn Ikan & Pnympnan Hsl Tngkp
;825170100;Klinik Hewan
;825180100;Pemeriksaan Laboratorium
;825190100;Obat dan Vaksin
;825200100;Kesehatan masyarakat Veteriner
;825210100;Penanganan Bahan Hasil Pertanian dan Perikanan
;825210101;Menerapkan keselmtan, kesehtn kerja & lingkungan hdp (K3LH)
;825210102;Menangani hsl pertanian sesuai good manufacturing process
;825210103;Mengelola peralatan pengawasan mutu
;825210104;Menerapkan prinsip kerja laboratorium yang baik (GLP)
;825210105;Membuat & menstandarisasi larutan pereaksi
;825210106;Mengambil contoh hasil pertanian
;825210107;Menganalisis bahan hasil pertanian secara organoleptik
;825210108;Menganlisis secara fisik bhn hasil pertanian & bahan kemasan
;825210109;Menganalisis proksimat bahan hasil pertanian
;825210110;Menganalisis secara kimia bahan & produk hasil pertanian
;825210111;Menganalisis mutu air & limbah cair
;825210112;Menganalisis secara mikrobiologis bahan & produk pertanian
;825210113;Menguji mutu bahan & produk pertanian sesuai standar
;825210121;Mengenal komoditas hasil pertanian
;825210122;Menerapkan dasar lingkungan industri hasil pertanian
;825210123;Melaksanakan dasar-dasar pengawetan bahan hasil pertanian
;825210124;Melaksanakan dasar-dasar pengendalian mutu hasil pertanian
;825210125;Menerapkan teknik satuan operasi pengolhn hasil pertanian
;825210126;Melaksanakan proses pengolahan dengan fermentasi
;825210127;Melaksanakan proses pengolahan hasil pertanian
;825210128;Mengemas bahan hasil pertanian & produk olahan
;825210129;Menyimpan & menggudangkan bahan hasil pert& hasil olahannya
;825210130;Menerapkan sanitasi industri pengolahan hasil pertanian
;825210131;Mengelola usaha pengolahan hasil pertanian
;825210132;Menjelaskan komoditi hasil perikanan
;825210133;Mengoperasikan alat & mesin pengolahan hasil perikanan
;825210134;Menangani produk dengan refrigrasi
;825210135;Menerapkan GMP, sanitasi, & keamanan pangan
;825210136;Mengolah produk perikanan secara tradisional
;825210137;Melakukan pengalengan hasil perikanan
;825210138;Mengolah hasil perikanan untuk ekspor
;825210139;Melakukan pengemasan & penyimpanan produk hasil perikanan
;825210140;Melakukan pengendalian mutu hasil perikanan
;825210141;Membuat diversifikasi produk hasil perikanan
;825210142;Menerapkan program manajemen mutu terpadu
;825210151;Mengidentfkasi param. kualitas & kuant. air srta potensi lhn
;825210152;Menyiapkan wadah & media budidaya ikan
;825210153;Membudidayakan pakan alami
;825210154;Memproduksi pakan ikan buatan
;825210155;Mengendalikan hama & penyakit ikan
;825210156;Mengelola induk ikan
;825210157;Memijahkan ikan
;825210158;Merawat telur & larva
;825210159;Melakukan pendederan
;825210160;Melakukan pembesaran ikan
;825210161;Mengestimasi hasil produksi & memanen hasil budidaya ikan
;825210200;Dasar Proses Pengolahan Hsl Pertanian & Perikanan
;825210300;Dasar Pengendalian Mutu Hsl Pertanian & Perikanan
;825210400;Dasar Penanganan dan Proses Pengolahan hasil Perikanan
;825210500;Dasar Pengendalian Mutu Hasil Perikanan
;825210600;Teknik Pembesaran Komoditas Air Payau dan Laut
;825210700;Teknik Pendederan Komoditas Air Payau dan Laut
;825210800;Teknik Pengembangbiakan Komoditas Air Payau dan Laut
;825220100;Keamanan Pangan
;825220200;Keamanan Pangan dan Sistem Jaminan Mutu (Quality Sistem)
;825220300;Keamanan Pangan, Penyimpanan, dan Penggudangan
;825220400;Penanganan Pasca Panen,Pengolahan Hasil dan Penyimpanan Produk Pertanian Organik
;825220500;Produksi Pengolahan Komoditas Perkebunan dan Herbal
;825230100;Produksi Hasil Nabati
;825230110;Produksi Pengolahan Hasil Nabati
;825230200;Produksi Hasil Hewani
;825230210;Produksi Pengolahan Hasil Hewani
;825230300;Produksi Hasil Perkebunan
;825230400;Produksi Makanan dan Minuman Herbal
;825230500;Dasar-dasar Otomatisasi Teknologi Pertanian
;825240100;Pengolahan Hasil Perikanan Tradisional
;825240110;Produksi Hasil Perikanan secara Tradisional
;825240200;Pengolahan Diversifikasi Hasil Perikanan
;825240210;Produksi Olahan Diversifikasi Hasil Perikanan
;825240300;Pengolahan Hasil Perikanan Standar Eksport
;825240310;Produksi Olahan Ekspor Hasil Perikanan
;825240400;Produksi Olahan Rumput Laut dan Hasil Samping Perikanan
;825250100;Dasar Analisis Fisikokimia
;825250101;Melakukan pengelolaan bahan kimia
;825250102;Melakukan dasar-dasar pekerjaan analisis kimia
;825250103;Menerapkan good laboratory practice
;825250104;Melakukan analisis kimia konvensional & non instrumental 
;825250105;Melak. analisis kimia scr spektro., el.kimia & kromatografi
;825250106;Melakukan verifikasi alat ukur primer & sekunder
;825250107;Melakukan analisis proksimat
;825250108;Melakukan analisis parameter lingkungan
;825250109;Melakukan analisis secara mikrobiologis
;825250110;Melakukan analisis parameter lingkungan
;825250200;Pengujian Secara Kimia, dan Instumental
;825250300;Dekorasi Akuarium/Aquascape/Paludarium
;825250400;Teknik Panen, Penanganan Pasca Panen dan Pemasaran Ikan Hias
;825250500;Teknik Pembesaran Komoditas Ikan Hias
;825250600;Teknik Pendederan Komoditas Ikan Hias
;825250700;Teknik Pengembangbiakan Komoditas Ikan Hias
;825260100;Teknik Pengambilan Contoh
;825270100;Pengujian Mutu Pangan
;825270200;Pengujian Mutu NonPangan & Limbah Industri PHPP
;825270300;Manajemen Pengendalian Mutu HPP
;825270400;Keamanan Pangan dan Sistem Managemen Mutu Pangan
;825270500;Pengambilan Contoh, Pengujian Organoleptik, dan Pengujian Fisik - Mekanis
;825270600;Pengujian Secara Mikrobiologis
;825270700;Pengujian Mutu Pangan, Non Pangan, Air, dan Limbah Industri Pertanian
;825280100;Dasar Penanganan Bahan Hasil Pertanian
;825280200;Dasar Pengendalian Mutu Hasil pertanian
;825280300;Dasar Proses Pengolahan Hasil Pertanian
;826010100;Silvika
;826010200;Silvikultur
;826020100;Ilmu Ukur Kayu
;826030200;Pengkuran dan Pemetaan Hutan
;826040300;Dendrologi
;826050400;Penyuluhan Kehutanan
;826050401;Mengidentifikasi tipe-tipe hutan & jenis pohon
;826050402;Menjelaskan Hukum & Perun&g-un&gan Kehutanan
;826050403;Menjelaskan tipe iklim & jenis tanah hutan
;826050404;Menerapkan teknik perencanaan hutan 
;826050405;Melakukan pengelolaan hutan
;826050406;Mengidentifikasi pemanfaatan jasa lingk. & wisata kehutanan
;826050407;Menerapkan teknik konservasi tanah & air
;826050408;Mengidentifikasi hutan rakyat
;826050409;Mengidentifikasi flora fauna yang dilindungi
;826050410;Melakukan pemanenan hasil hutan
;826050500;Pembinaan Hutan
;826050700;Pengukuran Hutan
;826050800;Perlindungan Hutan
;826060500;Inventarisasi Hutan
;826060510;Inventarisasi Pada Hutan Produksi Sebelum Penebangan
;826060520;Inventarisasi Pada Hutan Produksi Setelah Penebangan
;826060600;Garap Tari
;826070100;Pengukuran dan Pemetaan Digital
;826080100;Inventarisasi Keanekaragaman Hayati
